gene_id	length	gc
ENSG00000144908	13712	0.435457993
ENSG00000246022	2772	0.520562771
ENSG00000287232	3819	0.520031422
ENSG00000250934	5994	0.415582249
ENSG00000163884	2814	0.618336887
ENSG00000070476	7329	0.495974894
ENSG00000197763	3780	0.447089947
ENSG00000159685	2757	0.59085963
ENSG00000114554	11235	0.617356475
ENSG00000163870	5621	0.525351361
ENSG00000073111	4715	0.559915164
ENSG00000285600	3708	0.450647249
ENSG00000114631	2175	0.64091954
ENSG00000114626	6155	0.615759545
ENSG00000074416	11298	0.443706851
ENSG00000187715	5818	0.49071846
ENSG00000058262	11707	0.498505168
ENSG00000175792	6998	0.425407259
ENSG00000132394	2394	0.600668338
ENSG00000179348	4915	0.603255341
ENSG00000244300	2905	0.55524957
ENSG00000163902	3965	0.515006305
ENSG00000075785	7194	0.475257159
ENSG00000261159	811	0.49568434
ENSG00000231305	2149	0.490926012
ENSG00000177646	11841	0.525462376
ENSG00000114656	12033	0.457325688
ENSG00000114654	3273	0.641307669
ENSG00000240682	3872	0.447572314
ENSG00000273437	335	0.4
ENSG00000169714	3584	0.451171875
ENSG00000181789	4425	0.51819209
ENSG00000183624	2783	0.534674811
ENSG00000184897	1516	0.686015831
ENSG00000206417	3420	0.588888889
ENSG00000244932	517	0.510638298
ENSG00000251474	275	0.490909091
ENSG00000172771	7789	0.483245603
ENSG00000129071	3353	0.430957352
ENSG00000163913	23567	0.505240378
ENSG00000004399	9557	0.596840013
ENSG00000172765	8617	0.413136823
ENSG00000203644	910	0.33956044
ENSG00000271270	7705	0.415574302
ENSG00000253540	959	0.533889468
ENSG00000228252	3928	0.485997963
ENSG00000196455	5377	0.39073833
ENSG00000017260	8510	0.398119859
ENSG00000034533	3427	0.377297928
ENSG00000114670	5355	0.435294118
ENSG00000250608	8656	0.430568392
ENSG00000198585	7029	0.483852611
ENSG00000261167	3473	0.392744025
ENSG00000114686	2715	0.39373849
ENSG00000196353	6433	0.41318203
ENSG00000138246	9630	0.409865005
ENSG00000081307	8072	0.384291378
ENSG00000113971	11488	0.396935933
ENSG00000144868	8408	0.487274025
ENSG00000251011	3269	0.37748547
ENSG00000091527	4411	0.461573339
ENSG00000163781	7337	0.399345782
ENSG00000091513	26038	0.425877564
ENSG00000244062	1917	0.379238393
ENSG00000144867	4190	0.454892601
ENSG00000154917	6055	0.557225434
ENSG00000174640	5127	0.495611469
ENSG00000163785	8162	0.466552316
ENSG00000114019	6479	0.573699645
ENSG00000129055	2356	0.516129032
ENSG00000182923	24294	0.398822755
ENSG00000174611	9001	0.514053994
ENSG00000154928	5843	0.529693651
ENSG00000073711	7785	0.399100835
ENSG00000174579	5781	0.492994292
ENSG00000114054	7498	0.464123766
ENSG00000118007	7843	0.438735178
ENSG00000168917	4283	0.502918515
ENSG00000239213	5815	0.446431642
ENSG00000158092	5510	0.368239564
ENSG00000158163	5045	0.439246779
ENSG00000138231	5769	0.42884382
ENSG00000114098	9843	0.395611094
ENSG00000181322	4119	0.448895363
ENSG00000158186	6258	0.509747523
ENSG00000158220	9816	0.454869601
ENSG00000280399	3691	0.42590084
ENSG00000114107	4409	0.428668632
ENSG00000158234	4072	0.458742633
ENSG00000051382	7841	0.453513582
ENSG00000206262	5123	0.521374195
ENSG00000175110	16385	0.418553555
ENSG00000184432	18721	0.383045777
ENSG00000248932	14080	0.432244318
ENSG00000114115	3905	0.473751601
ENSG00000163864	12983	0.431564353
ENSG00000158258	14596	0.474582077
ENSG00000114120	10339	0.347422381
ENSG00000175093	3795	0.60342556
ENSG00000155893	13343	0.463014315
ENSG00000177311	14243	0.415081092
ENSG00000155903	6003	0.37314676
ENSG00000114125	3102	0.40554481
ENSG00000069849	2617	0.447458922
ENSG00000114126	11897	0.412372867
ENSG00000175066	12143	0.398171786
ENSG00000114127	11982	0.391003171
ENSG00000175054	27234	0.37592715
ENSG00000120756	5288	0.375945537
ENSG00000144935	4808	0.392470882
ENSG00000163710	3533	0.423719219
ENSG00000188582	10807	0.427223096
ENSG00000163714	11297	0.361423387
ENSG00000175040	4142	0.573877354
ENSG00000181804	4041	0.40311804
ENSG00000181744	5463	0.443346147
ENSG00000152952	10720	0.374720149
ENSG00000114698	4231	0.357835027
ENSG00000188313	4332	0.382963989
ENSG00000174963	8517	0.491017964
ENSG00000152977	6825	0.481758242
ENSG00000239922	4030	0.375186104
ENSG00000163754	7551	0.390147
ENSG00000071794	6024	0.38811421
ENSG00000163755	6202	0.399226056
ENSG00000047457	7072	0.373161765
ENSG00000163762	4357	0.377782878
ENSG00000169908	3495	0.393991416
ENSG00000018408	8353	0.390518377
ENSG00000114744	4895	0.372829418
ENSG00000082996	3573	0.420095158
ENSG00000070087	3608	0.391629712
ENSG00000243321	1967	0.448906965
ENSG00000196428	11704	0.436004785
ENSG00000120742	5743	0.393348424
ENSG00000144895	5905	0.367993226
ENSG00000198843	4103	0.373141604
ENSG00000240137	5773	0.448640222
ENSG00000181788	2619	0.570446735
ENSG00000144893	14345	0.428232834
ENSG00000174944	2890	0.368858131
ENSG00000181631	2765	0.368535262
ENSG00000169313	2337	0.350449294
ENSG00000152601	9989	0.406046651
ENSG00000229619	8263	0.380370326
ENSG00000287706	1781	0.398652442
ENSG00000169860	6309	0.404501506
ENSG00000181467	8402	0.412639848
ENSG00000243069	10670	0.372820993
ENSG00000114790	5459	0.464370764
ENSG00000174953	10552	0.368366187
ENSG00000114805	7177	0.414657935
ENSG00000174928	2061	0.505094614
ENSG00000169359	10040	0.425498008
ENSG00000163655	8765	0.405932687
ENSG00000169282	6822	0.440046907
ENSG00000272990	508	0.381889764
ENSG00000114850	5179	0.407993821
ENSG00000163659	4800	0.449791667
ENSG00000240875	3961	0.467558697
ENSG00000163660	8729	0.361782564
ENSG00000243176	9241	0.397143166
ENSG00000174891	17897	0.363356987
ENSG00000178053	3735	0.379651941
ENSG00000168827	11789	0.393841717
ENSG00000079257	1459	0.403701165
ENSG00000118849	2029	0.506653524
ENSG00000118855	5227	0.441170844
ENSG00000240207	6252	0.469449776
ENSG00000283154	4712	0.492572156
ENSG00000151967	7645	0.432439503
ENSG00000244040	11658	0.4001544
ENSG00000168811	1955	0.417902813
ENSG00000180044	2792	0.528295129
ENSG00000068885	7080	0.358333333
ENSG00000113810	8164	0.387677609
ENSG00000213186	7822	0.435438507
ENSG00000186432	13643	0.392875467
ENSG00000238741	330	0.372727273
ENSG00000229320	2047	0.56814851
ENSG00000260572	1715	0.457142857
ENSG00000163590	12442	0.411027166
ENSG00000169255	7816	0.421571136
ENSG00000169251	4869	0.424111727
ENSG00000196542	3739	0.459481145
ENSG00000121871	5274	0.485779295
ENSG00000244128	16208	0.356922507
ENSG00000114200	3072	0.340169271
ENSG00000169064	4565	0.360131435
ENSG00000174776	3891	0.368542791
ENSG00000114209	3275	0.372824427
ENSG00000163536	2128	0.405075188
ENSG00000173905	4584	0.422338569
ENSG00000085276	9260	0.440820734
ENSG00000184378	1671	0.510472771
ENSG00000085274	5165	0.350629235
ENSG00000171757	5276	0.445413192
ENSG00000008952	7928	0.37209889
ENSG00000173890	4381	0.45332116
ENSG00000173889	16919	0.379455051
ENSG00000163558	5778	0.381446867
ENSG00000136603	7782	0.347211514
ENSG00000013297	4321	0.470261514
ENSG00000285051	11251	0.419162741
ENSG00000013293	10496	0.411299543
ENSG00000286695	1783	0.392596747
ENSG00000163584	2051	0.426133593
ENSG00000163577	5541	0.388377549
ENSG00000286856	453	0.479028698
ENSG00000154310	11448	0.43195318
ENSG00000279673	1741	0.466973004
ENSG00000075651	9954	0.409885473
ENSG00000075420	13324	0.41241369
ENSG00000121858	3441	0.387678001
ENSG00000144959	4808	0.452995008
ENSG00000114346	5499	0.377159484
ENSG00000169760	17911	0.345597677
ENSG00000177694	13546	0.355750775
ENSG00000177565	11705	0.435027766
ENSG00000197584	3542	0.391304348
ENSG00000172667	11298	0.393786511
ENSG00000121879	17189	0.349234976
ENSG00000171121	8964	0.462293619
ENSG00000121864	6819	0.415603461
ENSG00000171109	5945	0.39175778
ENSG00000114450	7975	0.403887147
ENSG00000136518	3668	0.395856052
ENSG00000136522	1365	0.407326007
ENSG00000136521	5871	0.385283597
ENSG00000058056	15296	0.421875
ENSG00000114757	10236	0.373388042
ENSG00000163728	7900	0.355189873
ENSG00000114416	11874	0.366767728
ENSG00000205981	4895	0.404494382
ENSG00000242808	32836	0.373705689
ENSG00000241231	7253	0.401764787
ENSG00000181449	2512	0.506767516
ENSG00000058063	9187	0.377489931
ENSG00000043093	8307	0.468279764
ENSG00000078070	4311	0.407562051
ENSG00000053524	20884	0.430233672
ENSG00000176597	8125	0.427692308
ENSG00000240024	421	0.380047506
ENSG00000172578	10543	0.438205444
ENSG00000114796	8650	0.389479769
ENSG00000163872	10232	0.473807662
ENSG00000233885	3271	0.467441149
ENSG00000175193	2268	0.451499118
ENSG00000114770	11365	0.473383194
ENSG00000145191	7203	0.496876302
ENSG00000161202	6302	0.567756268
ENSG00000161203	6709	0.538679386
ENSG00000161204	5135	0.524440117
ENSG00000145198	5908	0.635240352
ENSG00000214160	3455	0.523878437
ENSG00000163888	1452	0.661157025
ENSG00000145194	4729	0.585747515
ENSG00000175166	4960	0.514314516
ENSG00000114867	8752	0.571183729
ENSG00000175182	8925	0.55697479
ENSG00000114859	8522	0.56137057
ENSG00000163882	3154	0.545656309
ENSG00000090534	2705	0.585212569
ENSG00000090539	6639	0.625546016
ENSG00000224153	4058	0.470675209
ENSG00000182580	4530	0.625607064
ENSG00000177383	1701	0.538506761
ENSG00000272970	3819	0.480492275
ENSG00000273403	526	0.448669202
ENSG00000156931	10366	0.400443758
ENSG00000187068	7159	0.42324347
ENSG00000113790	4651	0.388088583
ENSG00000073803	12604	0.435576008
ENSG00000229638	1284	0.482866044
ENSG00000163900	8668	0.447738809
ENSG00000163898	4097	0.380034171
ENSG00000163904	7102	0.439453675
ENSG00000073792	5330	0.503752345
ENSG00000136527	13084	0.395444818
ENSG00000244405	5773	0.494197125
ENSG00000058866	10975	0.456492027
ENSG00000213139	2080	0.354807692
ENSG00000113838	3398	0.409358446
ENSG00000090520	9385	0.397442728
ENSG00000156976	6130	0.403588907
ENSG00000163918	2997	0.461461461
ENSG00000232233	1832	0.593340611
ENSG00000073849	11142	0.482229402
ENSG00000163923	1033	0.464666021
ENSG00000175077	2214	0.519873532
ENSG00000127241	13122	0.439643347
ENSG00000283175	1973	0.397871262
ENSG00000136514	1501	0.4497002
ENSG00000157005	607	0.548599671
ENSG00000113916	5936	0.485175202
ENSG00000270959	2864	0.479050279
ENSG00000145012	25631	0.400140455
ENSG00000090530	5573	0.413601292
ENSG00000163347	3628	0.420066152
ENSG00000196083	11558	0.385101229
ENSG00000188729	3231	0.328690808
ENSG00000152492	9183	0.393335511
ENSG00000223812	9652	0.360339826
ENSG00000114279	10879	0.373563747
ENSG00000180611	3063	0.49396017
ENSG00000127252	1166	0.540308748
ENSG00000187527	6206	0.392845633
ENSG00000127249	8988	0.385736538
ENSG00000198836	9040	0.384623894
ENSG00000114315	2059	0.522583779
ENSG00000133657	22838	0.413696471
ENSG00000233058	9427	0.480428556
ENSG00000231770	1705	0.470381232
ENSG00000145014	4561	0.538478404
ENSG00000041802	4801	0.420953968
ENSG00000185112	3155	0.619651347
ENSG00000173950	5396	0.502779837
ENSG00000114331	11066	0.39454184
ENSG00000184203	5123	0.408940074
ENSG00000189058	2022	0.453511375
ENSG00000242086	17599	0.489630093
ENSG00000176945	6837	0.525376627
ENSG00000145113	21021	0.550687408
ENSG00000061938	12245	0.523070641
ENSG00000260261	150	0.586666667
ENSG00000185485	2000	0.465
ENSG00000072274	17376	0.433586556
ENSG00000163959	5263	0.52099563
ENSG00000161217	7967	0.455503954
ENSG00000213123	1246	0.459871589
ENSG00000163960	11247	0.45603272
ENSG00000163961	5347	0.428090518
ENSG00000185798	1797	0.436282693
ENSG00000174013	5976	0.429384203
ENSG00000174004	2902	0.594417643
ENSG00000163964	4427	0.444544838
ENSG00000174007	2158	0.451807229
ENSG00000180370	6270	0.397288676
ENSG00000119231	7035	0.443496802
ENSG00000114503	5111	0.453335942
ENSG00000270170	870	0.598850575
ENSG00000119227	3198	0.602564103
ENSG00000233487	883	0.536806342
ENSG00000163975	14808	0.535994057
ENSG00000228109	1139	0.631255487
ENSG00000075711	16552	0.397716288
ENSG00000272989	1725	0.567536232
ENSG00000161267	11814	0.478754021
ENSG00000214135	770	0.527272727
ENSG00000249626	1497	0.412825651
ENSG00000273308	349	0.524355301
ENSG00000145016	11139	0.429302451
ENSG00000122068	7897	0.42218564
ENSG00000186001	12639	0.433578606
ENSG00000114473	7468	0.416845206
ENSG00000182899	2899	0.450155226
ENSG00000185621	8692	0.418430741
ENSG00000286755	1278	0.411580595
ENSG00000272602	3929	0.411046068
ENSG00000250312	5073	0.394244037
ENSG00000198155	1485	0.383164983
ENSG00000286705	1138	0.67486819
ENSG00000131127	12944	0.387206428
ENSG00000251595	2790	0.44265233
ENSG00000182903	6390	0.439749609
ENSG00000174227	10899	0.525002294
ENSG00000273238	2416	0.656043046
ENSG00000283183	3344	0.549342105
ENSG00000133256	5097	0.590347263
ENSG00000169020	932	0.517167382
ENSG00000215375	4300	0.650697674
ENSG00000169026	2474	0.679870655
ENSG00000185619	6874	0.488070992
ENSG00000249592	6092	0.53348654
ENSG00000168993	2349	0.674329502
ENSG00000178950	15155	0.576245464
ENSG00000127419	3623	0.619100193
ENSG00000145214	4983	0.517760385
ENSG00000145217	4293	0.53063126
ENSG00000127415	4058	0.688762937
ENSG00000127418	4342	0.655458314
ENSG00000178222	5005	0.52047952
ENSG00000159674	5985	0.562406015
ENSG00000159692	10541	0.599658476
ENSG00000196810	7820	0.506905371
ENSG00000090316	9821	0.588127482
ENSG00000163945	16920	0.5178487
ENSG00000163950	1884	0.567940552
ENSG00000013810	8825	0.594447592
ENSG00000168936	3442	0.623765253
ENSG00000068078	4848	0.623762376
ENSG00000168924	8093	0.555541826
ENSG00000109685	20352	0.475874607
ENSG00000185049	5057	0.484872454
ENSG00000243449	532	0.733082707
ENSG00000185818	6056	0.650264201
ENSG00000130997	7721	0.414454086
ENSG00000214367	7036	0.371517908
ENSG00000123933	6873	0.634366361
ENSG00000159733	9612	0.541614648
ENSG00000063978	6836	0.520772382
ENSG00000125386	6951	0.53258524
ENSG00000168884	2652	0.565987934
ENSG00000087266	13918	0.56028165
ENSG00000087274	13240	0.491465257
ENSG00000109736	3134	0.682514359
ENSG00000249673	8163	0.542692638
ENSG00000087269	3559	0.504074178
ENSG00000125388	4736	0.483741554
ENSG00000197386	21404	0.506120351
ENSG00000188981	5989	0.561362498
ENSG00000159788	13762	0.556532481
ENSG00000163956	11816	0.581922817
ENSG00000250986	4525	0.567071823
ENSG00000184160	2179	0.696190913
ENSG00000251669	987	0.561296859
ENSG00000132406	1748	0.431922197
ENSG00000145220	2304	0.458767361
ENSG00000168826	2889	0.488058152
ENSG00000168824	4355	0.560734788
ENSG00000168818	5349	0.41577865
ENSG00000247708	21287	0.444637572
ENSG00000163132	2121	0.587930222
ENSG00000170891	989	0.471183013
ENSG00000152953	5282	0.5017039
ENSG00000173040	5501	0.471914197
ENSG00000072840	7144	0.573068309
ENSG00000072832	5869	0.524450503
ENSG00000181215	20673	0.516180525
ENSG00000152969	13824	0.498046875
ENSG00000249896	242	0.549586777
ENSG00000109501	6369	0.595854922
ENSG00000074211	9366	0.527546445
ENSG00000013288	8884	0.57429086
ENSG00000179010	2639	0.532019704
ENSG00000251580	3817	0.51165837
ENSG00000170846	3599	0.521811614
ENSG00000178988	2165	0.447575058
ENSG00000186222	1491	0.527162978
ENSG00000170871	8499	0.429697611
ENSG00000132405	6260	0.5485623
ENSG00000287104	1140	0.496491228
ENSG00000173013	2153	0.578727357
ENSG00000173011	5795	0.540465919
ENSG00000109519	4055	0.502342787
ENSG00000245468	4567	0.474709875
ENSG00000184985	6317	0.613899003
ENSG00000196526	10017	0.482180294
ENSG00000163995	6166	0.552059682
ENSG00000273267	462	0.510822511
ENSG00000125089	10601	0.622677106
ENSG00000251615	3249	0.449676824
ENSG00000087008	3846	0.478939158
ENSG00000155275	7752	0.551857585
ENSG00000205959	4513	0.564591181
ENSG00000288075	10095	0.290936107
ENSG00000287117	1495	0.513712375
ENSG00000109667	6628	0.457453229
ENSG00000169676	2376	0.585858586
ENSG00000261490	NA	NA
ENSG00000071127	18461	0.520069335
ENSG00000178163	10915	0.428859368
ENSG00000002587	7435	0.485137861
ENSG00000157869	2221	0.387663215
ENSG00000038219	15862	0.400075653
ENSG00000250634	6649	0.44683411
ENSG00000137449	7370	0.443283582
ENSG00000048342	14588	0.431176309
ENSG00000118564	4701	0.415230802
ENSG00000237765	4766	0.36319765
ENSG00000109743	2865	0.464921466
ENSG00000004468	6857	0.425550532
ENSG00000007062	7457	0.452863082
ENSG00000169762	7758	0.430910028
ENSG00000263327	2763	0.501628664
ENSG00000169744	5455	0.380568286
ENSG00000151552	3034	0.499011206
ENSG00000002549	3779	0.448531358
ENSG00000118579	10972	0.440758294
ENSG00000047662	6731	0.445104739
ENSG00000163257	4816	0.390988372
ENSG00000178177	16929	0.3879733
ENSG00000145147	11067	0.469684648
ENSG00000163138	8232	0.380709427
ENSG00000185774	4239	0.446803491
ENSG00000286318	1814	0.367144432
ENSG00000152990	9261	0.386351366
ENSG00000109819	10870	0.400919963
ENSG00000109606	8166	0.384031349
ENSG00000261121	2274	0.49296394
ENSG00000109610	2018	0.616947473
ENSG00000181982	12273	0.42328689
ENSG00000153012	6495	0.464357198
ENSG00000109618	9539	0.378236712
ENSG00000281501	4356	0.391414141
ENSG00000038210	3685	0.381004071
ENSG00000168228	4364	0.403299725
ENSG00000053900	7444	0.367544331
ENSG00000091490	7483	0.484297742
ENSG00000250317	1342	0.449329359
ENSG00000168214	15311	0.398602312
ENSG00000109680	4138	0.385935234
ENSG00000109689	8283	0.435228782
ENSG00000240005	640	0.5109375
ENSG00000251410	3877	0.361877741
ENSG00000169851	12903	0.426102457
ENSG00000047365	12427	0.360746761
ENSG00000174145	7800	0.441923077
ENSG00000154274	4470	0.465995526
ENSG00000181826	4214	0.463929758
ENSG00000169299	3677	0.395703019
ENSG00000065882	9556	0.473315195
ENSG00000231160	6516	0.414671578
ENSG00000109787	6771	0.417663565
ENSG00000174123	4218	0.390943575
ENSG00000174125	4537	0.383733745
ENSG00000174130	6851	0.36199095
ENSG00000197712	4871	0.461301581
ENSG00000121895	2562	0.386026542
ENSG00000109790	9168	0.378490401
ENSG00000249207	4411	0.443436862
ENSG00000157796	8773	0.421520574
ENSG00000035928	6713	0.396544019
ENSG00000134962	6002	0.444518494
ENSG00000163682	4938	0.4181855
ENSG00000121897	11318	0.400777523
ENSG00000224097	1651	0.475469412
ENSG00000109814	4025	0.478012422
ENSG00000249348	3482	0.456059736
ENSG00000287262	2631	0.426073736
ENSG00000163683	6527	0.42515704
ENSG00000255458	3815	0.465006553
ENSG00000078140	5180	0.363127413
ENSG00000121892	12204	0.446656834
ENSG00000078177	9811	0.360615636
ENSG00000260296	1157	0.325842697
ENSG00000163694	8544	0.442298689
ENSG00000163697	12956	0.455078728
ENSG00000154277	2207	0.550974173
ENSG00000064042	10862	0.449548886
ENSG00000109133	8462	0.363034744
ENSG00000182308	4710	0.41358811
ENSG00000014824	7199	0.378802611
ENSG00000188848	8850	0.457514124
ENSG00000178343	2322	0.515073213
ENSG00000124406	11215	0.424699064
ENSG00000286891	10838	0.368241373
ENSG00000250863	9116	0.331724441
ENSG00000183783	2712	0.516961652
ENSG00000151806	4463	0.398162671
ENSG00000163281	7216	0.340077605
ENSG00000163285	6758	0.327907665
ENSG00000151834	16898	0.343413422
ENSG00000109158	11305	0.376559045
ENSG00000163288	2952	0.493902439
ENSG00000260918	7000	0.358142857
ENSG00000169019	1758	0.456769056
ENSG00000145246	7978	0.42128353
ENSG00000259959	4218	0.374822191
ENSG00000170448	4494	0.413217623
ENSG00000109171	6306	0.389628925
ENSG00000145248	2551	0.524108193
ENSG00000075539	18165	0.412826865
ENSG00000109180	4714	0.389690284
ENSG00000145247	2483	0.438179621
ENSG00000109184	7625	0.395016393
ENSG00000188993	3437	0.381728251
ENSG00000163069	4358	0.424965581
ENSG00000163071	4975	0.433768844
ENSG00000109189	8895	0.436762226
ENSG00000248866	1048	0.472328244
ENSG00000226950	10179	0.461243737
ENSG00000184178	3167	0.450268393
ENSG00000145216	13014	0.369986169
ENSG00000072201	5624	0.438122333
ENSG00000109220	1233	0.459854015
ENSG00000134853	9547	0.430187493
ENSG00000248184	474	0.443037975
ENSG00000157404	11327	0.420941114
ENSG00000128052	6341	0.439047469
ENSG00000128039	7702	0.437159179
ENSG00000134851	7048	0.413876277
ENSG00000134852	11533	0.416370415
ENSG00000090989	5367	0.375256195
ENSG00000174799	8638	0.371961102
ENSG00000109265	8704	0.495749081
ENSG00000157426	4654	0.402449506
ENSG00000128059	5439	0.398970399
ENSG00000128050	7516	0.433608302
ENSG00000174780	6145	0.362245728
ENSG00000196503	2254	0.453416149
ENSG00000171476	7753	0.426802528
ENSG00000280285	3226	0.429944203
ENSG00000084093	9408	0.418579932
ENSG00000084092	2218	0.438232642
ENSG00000047315	5891	0.416907146
ENSG00000163453	1930	0.47357513
ENSG00000150471	14923	0.401527843
ENSG00000250125	6564	0.345825716
ENSG00000145242	9833	0.40313231
ENSG00000243199	870	0.464367816
ENSG00000145241	8496	0.36923258
ENSG00000033178	11408	0.359221599
ENSG00000248049	13720	0.400437318
ENSG00000083896	7033	0.390729418
ENSG00000173597	7259	0.410249346
ENSG00000132467	2020	0.444059406
ENSG00000018189	9405	0.412971823
ENSG00000132463	7736	0.48746122
ENSG00000173542	8801	0.344733553
ENSG00000156136	3103	0.392523364
ENSG00000080493	9331	0.407459008
ENSG00000156140	7007	0.389182246
ENSG00000163626	6976	0.403956422
ENSG00000132466	12041	0.378872187
ENSG00000163631	3431	0.387933547
ENSG00000169429	2588	0.316460587
ENSG00000163739	1362	0.449339207
ENSG00000163735	2436	0.385057471
ENSG00000081041	1398	0.478540773
ENSG00000163738	9819	0.374579896
ENSG00000174808	2653	0.490011308
ENSG00000169116	5034	0.455701232
ENSG00000163743	6337	0.41028878
ENSG00000174796	7127	0.399466816
ENSG00000138769	5290	0.393383743
ENSG00000138757	13799	0.426190304
ENSG00000138768	4604	0.378801043
ENSG00000138744	4416	0.451992754
ENSG00000198301	3491	0.437124033
ENSG00000156219	4526	0.415377817
ENSG00000138750	15569	0.375361295
ENSG00000138760	19388	0.437074479
ENSG00000189157	9511	0.409946378
ENSG00000163749	6037	0.376345867
ENSG00000138771	13829	0.498300672
ENSG00000186212	3993	0.558727774
ENSG00000138758	9740	0.421355236
ENSG00000118816	4048	0.478507905
ENSG00000138764	7416	0.420442287
ENSG00000138767	9353	0.386613921
ENSG00000169288	1628	0.393120393
ENSG00000138759	20323	0.473404517
ENSG00000138772	4895	0.436159346
ENSG00000251442	5678	0.420746742
ENSG00000138756	9931	0.38163327
ENSG00000163291	12403	0.36797549
ENSG00000249307	10649	0.41205747
ENSG00000163297	10149	0.35047788
ENSG00000152784	4589	0.57223796
ENSG00000138669	5221	0.418693737
ENSG00000138670	10183	0.400176765
ENSG00000273156	1899	0.372301211
ENSG00000138668	7013	0.421217738
ENSG00000152795	5529	0.459395912
ENSG00000145293	2083	0.432549208
ENSG00000249242	3497	0.481555619
ENSG00000145284	4231	0.494445758
ENSG00000138674	9297	0.39238464
ENSG00000251022	4397	0.406413464
ENSG00000168152	4332	0.38434903
ENSG00000189308	6762	0.41733215
ENSG00000138663	3566	0.438306225
ENSG00000145287	3787	0.423026142
ENSG00000173085	2774	0.433669791
ENSG00000173083	5101	0.461674182
ENSG00000163312	3712	0.396551724
ENSG00000163319	4866	0.372790793
ENSG00000163322	7699	0.434731783
ENSG00000138678	3623	0.454871653
ENSG00000163624	4309	0.40983987
ENSG00000163625	18000	0.38
ENSG00000180769	9357	0.404616864
ENSG00000138639	7870	0.426429479
ENSG00000109339	42623	0.374633414
ENSG00000163629	9496	0.432287279
ENSG00000284968	2801	0.55301678
ENSG00000172493	10953	0.458778417
ENSG00000145332	7354	0.396790862
ENSG00000170509	2377	0.358435002
ENSG00000198189	2332	0.420668954
ENSG00000170502	3194	0.432060113
ENSG00000152583	3476	0.41283084
ENSG00000152595	2487	0.420989144
ENSG00000118785	7250	0.365793103
ENSG00000118762	5531	0.447477852
ENSG00000118777	5602	0.404855409
ENSG00000163644	11371	0.43461437
ENSG00000246375	3061	0.451486442
ENSG00000138642	5779	0.450423949
ENSG00000138646	4764	0.430940386
ENSG00000138641	6969	0.422298752
ENSG00000177432	1917	0.428794992
ENSG00000248019	9781	0.416010633
ENSG00000138640	13215	0.41573969
ENSG00000180346	3186	0.43126177
ENSG00000185477	14998	0.379783971
ENSG00000288563	4225	0.366390533
ENSG00000145335	6202	0.418413415
ENSG00000138722	5510	0.378947368
ENSG00000184305	13997	0.36672144
ENSG00000187653	135	0.444444444
ENSG00000279013	2018	0.317641229
ENSG00000152208	10617	0.412734294
ENSG00000163104	6313	0.375732615
ENSG00000163106	2111	0.36475604
ENSG00000163110	11090	0.384039675
ENSG00000138696	6561	0.395061728
ENSG00000182168	10685	0.40112307
ENSG00000271474	3329	0.445779513
ENSG00000138698	5421	0.396052389
ENSG00000168785	7412	0.416756611
ENSG00000260641	5657	0.421778328
ENSG00000151247	4971	0.445584389
ENSG00000164024	4074	0.427589593
ENSG00000272777	870	0.354022989
ENSG00000197894	4866	0.430743938
ENSG00000196616	10770	0.349489322
ENSG00000145331	4386	0.421112631
ENSG00000138823	5123	0.397813781
ENSG00000109270	4164	0.387367915
ENSG00000164031	12970	0.374402467
ENSG00000164032	2270	0.492070485
ENSG00000245322	5140	0.428015564
ENSG00000145358	2994	0.467267869
ENSG00000164035	5172	0.379156999
ENSG00000138814	5213	0.509303664
ENSG00000254531	1685	0.551928783
ENSG00000153064	6144	0.401529948
ENSG00000138821	8482	0.378448479
ENSG00000248161	992	0.433467742
ENSG00000109320	15679	0.408954653
ENSG00000109323	11743	0.391893043
ENSG00000109332	10044	0.391776185
ENSG00000246560	1383	0.493130875
ENSG00000145354	6352	0.38570529
ENSG00000164038	8611	0.369178957
ENSG00000164039	5213	0.382697103
ENSG00000168772	8112	0.394970414
ENSG00000168769	16474	0.408886731
ENSG00000138777	4640	0.400646552
ENSG00000138785	3895	0.436713736
ENSG00000138780	6292	0.396217419
ENSG00000168743	6111	0.427753232
ENSG00000145348	10829	0.382306769
ENSG00000164022	9258	0.396521927
ENSG00000155011	4335	0.363321799
ENSG00000138801	3260	0.401533742
ENSG00000164023	7635	0.398166339
ENSG00000245293	6974	0.386722111
ENSG00000155016	5920	0.427027027
ENSG00000138796	12881	0.450430867
ENSG00000138795	5361	0.462600261
ENSG00000109475	3505	0.418830243
ENSG00000198856	1616	0.405321782
ENSG00000164089	2942	0.442556084
ENSG00000188517	8721	0.377594313
ENSG00000247950	7082	0.40878283
ENSG00000138802	5219	0.434757616
ENSG00000005059	3555	0.397468354
ENSG00000138794	1943	0.506948019
ENSG00000123739	5221	0.42022601
ENSG00000205403	5319	0.405527355
ENSG00000109534	1964	0.443482688
ENSG00000138798	7628	0.41622968
ENSG00000170522	7274	0.488726973
ENSG00000138792	7720	0.385103627
ENSG00000174749	8844	0.383310719
ENSG00000260526	2036	0.359037328
ENSG00000138660	6504	0.381150062
ENSG00000145365	5876	0.431245745
ENSG00000073331	12326	0.426496836
ENSG00000138658	9103	0.381412721
ENSG00000174720	8094	0.361625896
ENSG00000145362	55143	0.390838366
ENSG00000145349	15626	0.371944196
ENSG00000180801	5146	0.384181889
ENSG00000174607	4385	0.389281642
ENSG00000174599	2023	0.406327237
